file,id,status,is_cah_kat,answerable,correct_option_count,reason,curriculum
questions/0179c444-f7c0-40cc-a77d-aef0013c5daf.json,0179c444-f7c0-40cc-a77d-aef0013c5daf,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/061327d1-857a-4fb8-9612-69b439a52270.json,061327d1-857a-4fb8-9612-69b439a52270,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/0f16ede8-83e0-458f-911b-559131ea5aad.json,0f16ede8-83e0-458f-911b-559131ea5aad,published,true,false,0,No option has isCorrect=true,Paediatric Sub-specialties
questions/10db2a36-2108-4c78-9433-297e02825e10.json,10db2a36-2108-4c78-9433-297e02825e10,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/11c1c91f-c752-41a7-a943-4fe3971478c8.json,11c1c91f-c752-41a7-a943-4fe3971478c8,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/18c82304-8215-4b37-93e0-021bbb1dc647.json,18c82304-8215-4b37-93e0-021bbb1dc647,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/19397ebe-b9eb-49ed-ba72-d5ab0ae74515.json,19397ebe-b9eb-49ed-ba72-d5ab0ae74515,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/1bf75886-0c7c-42d8-8a26-9b00542b3ff3.json,1bf75886-0c7c-42d8-8a26-9b00542b3ff3,published,true,false,0,No option has isCorrect=true,General Paediatrics
questions/1c0a7504-2fdd-4e8b-9e3b-460938861be8.json,1c0a7504-2fdd-4e8b-9e3b-460938861be8,published,true,false,0,No option has isCorrect=true,Paediatric Sub-specialties
questions/22e461fb-887a-4b67-9173-d3e3bf77802e.json,22e461fb-887a-4b67-9173-d3e3bf77802e,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/2a291876-23aa-4223-8767-9f9e5d6b0935.json,2a291876-23aa-4223-8767-9f9e5d6b0935,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/2c95b1a5-852c-42f1-8d22-a696dabf17e3.json,2c95b1a5-852c-42f1-8d22-a696dabf17e3,published,true,false,0,No option has isCorrect=true,Paediatric Surgery
questions/2d56cfba-8d4b-422e-9380-4507ee4a4213.json,2d56cfba-8d4b-422e-9380-4507ee4a4213,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/3908838a-83e0-42e7-b51e-6bb4a05fc173.json,3908838a-83e0-42e7-b51e-6bb4a05fc173,published,true,false,0,No option has isCorrect=true,General Paediatrics
questions/3b08fcf3-6bfc-4d04-896f-ea58635fc713.json,3b08fcf3-6bfc-4d04-896f-ea58635fc713,published,true,false,0,No option has isCorrect=true,Paediatric Surgery
questions/3f8c5319-cb3e-4d5c-adc3-5c7e627ebfbb.json,3f8c5319-cb3e-4d5c-adc3-5c7e627ebfbb,published,true,false,0,No option has isCorrect=true,Paediatric Surgery
questions/446e95e8-b9ad-4139-b844-536a4d893d31.json,446e95e8-b9ad-4139-b844-536a4d893d31,published,true,false,0,No option has isCorrect=true,Adolescent Medicine
questions/45a11e2b-b486-4a7d-89fc-e0cb1f843f89.json,45a11e2b-b486-4a7d-89fc-e0cb1f843f89,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/48d9d22b-b329-449f-996d-cc1c9dbdfc6c.json,48d9d22b-b329-449f-996d-cc1c9dbdfc6c,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/4a12f85d-1371-432d-93fd-6bf745d76603.json,4a12f85d-1371-432d-93fd-6bf745d76603,published,true,false,0,No option has isCorrect=true,Community-based Paediatrics
questions/5011714e-3619-4190-b403-71e78245eec9.json,5011714e-3619-4190-b403-71e78245eec9,published,true,false,0,No option has isCorrect=true,Paediatric Surgery
questions/5190a0d2-82e5-4d51-809c-c1edb3332ccb.json,5190a0d2-82e5-4d51-809c-c1edb3332ccb,published,true,false,0,No option has isCorrect=true,General Paediatrics
questions/59a9a3f9-13c3-4636-8654-fb8f9df3e4d5.json,59a9a3f9-13c3-4636-8654-fb8f9df3e4d5,published,true,false,0,No option has isCorrect=true,Paediatric Sub-specialties
questions/5a0f72b2-f422-43fc-a5a4-ef1c049e0d74.json,5a0f72b2-f422-43fc-a5a4-ef1c049e0d74,published,true,false,0,No option has isCorrect=true,Paediatric Surgery
questions/5d9b4df5-a56d-42bd-9469-10d3455d9669.json,5d9b4df5-a56d-42bd-9469-10d3455d9669,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/6077ae60-6cf3-410d-9316-23443f8d496d.json,6077ae60-6cf3-410d-9316-23443f8d496d,published,true,false,0,No option has isCorrect=true,General Paediatrics
questions/631c8bdf-3b7d-4419-8bd5-9bf66dad4fcb.json,631c8bdf-3b7d-4419-8bd5-9bf66dad4fcb,published,true,false,0,No option has isCorrect=true,Paediatric Sub-specialties
questions/66090801-2df2-4233-a808-d5535c83ada1.json,66090801-2df2-4233-a808-d5535c83ada1,published,true,false,0,No option has isCorrect=true,Adolescent Medicine
questions/6b5d7df6-41fe-404a-b6d1-447963fa8e1a.json,6b5d7df6-41fe-404a-b6d1-447963fa8e1a,published,true,false,0,No option has isCorrect=true,General Paediatrics
questions/6b6e8a0d-af95-4835-9d52-2a25843dcf56.json,6b6e8a0d-af95-4835-9d52-2a25843dcf56,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/6c737807-9bd2-4c91-bc85-7561114baad7.json,6c737807-9bd2-4c91-bc85-7561114baad7,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/6dd72a48-eb77-4bec-b279-6929b7f08fd1.json,6dd72a48-eb77-4bec-b279-6929b7f08fd1,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/71aa79f9-06b1-4736-84b5-8d82ab63595d.json,71aa79f9-06b1-4736-84b5-8d82ab63595d,published,true,false,0,No option has isCorrect=true,Paediatric Sub-specialties
questions/77df38e1-bd61-4f7d-8d39-b7745839883b.json,77df38e1-bd61-4f7d-8d39-b7745839883b,published,true,false,0,No option has isCorrect=true,Paediatric Surgery
